noise number; onset time ms; duration ms
684; 24221.000000; 1.000000
685; 24244.000000; 2.000000
686; 24255.000000; 2.000000
687; 24269.000000; 1.000000
688; 24280.000000; 2.000000
689; 24292.000000; 2.000000
690; 24303.000000; 3.000000
691; 24316.000000; 1.000000
692; 24327.000000; 1.000000
693; 24337.000000; 4.000000
694; 24760.000000; 1.000000
695; 25987.000000; 6.000000
696; 25998.000000; 2.000000
697; 26140.000000; 3.000000
698; 26144.000000; 7.000000
699; 26154.000000; 1.000000
700; 26158.000000; 4.000000
701; 26172.000000; 2.000000
702; 26177.000000; 1.000000
703; 26184.000000; 1.000000
704; 26189.000000; 2.000000
705; 26222.000000; 1.000000
706; 26230.000000; 6.000000
707; 26242.000000; 2.000000
708; 26245.000000; 2.000000
709; 26253.000000; 3.000000
710; 26257.000000; 2.000000
711; 26265.000000; 1.000000
712; 26269.000000; 1.000000
713; 26276.000000; 3.000000
714; 26280.000000; 3.000000
715; 26289.000000; 1.000000
716; 26291.000000; 4.000000
717; 26298.000000; 3.000000
718; 26305.000000; 1.000000
719; 26311.000000; 4.000000
720; 26343.000000; 5.000000
721; 26351.000000; 1.000000
722; 26358.000000; 1.000000
723; 26364.000000; 1.000000
724; 26381.000000; 1.000000
725; 26387.000000; 1.000000
726; 26405.000000; 2.000000
727; 26451.000000; 2.000000
728; 26457.000000; 1.000000
729; 26468.000000; 1.000000
730; 26492.000000; 1.000000
731; 26499.000000; 1.000000
732; 26505.000000; 1.000000
733; 26528.000000; 1.000000
734; 26550.000000; 2.000000
735; 26563.000000; 2.000000
736; 26568.000000; 2.000000
737; 26574.000000; 2.000000
738; 26610.000000; 1.000000
739; 26616.000000; 1.000000
740; 26645.000000; 1.000000
741; 26663.000000; 2.000000
742; 26680.000000; 2.000000
743; 26685.000000; 1.000000
744; 26692.000000; 2.000000
745; 26703.000000; 2.000000
746; 26714.000000; 3.000000
747; 26727.000000; 3.000000
748; 26750.000000; 2.000000
749; 26757.000000; 1.000000
750; 26761.000000; 4.000000
751; 26787.000000; 1.000000
752; 26810.000000; 2.000000
753; 26821.000000; 2.000000
754; 26844.000000; 3.000000
755; 26857.000000; 1.000000
756; 26879.000000; 3.000000
757; 26892.000000; 2.000000
758; 26903.000000; 2.000000
759; 26916.000000; 1.000000
760; 26920.000000; 2.000000
761; 26927.000000; 2.000000
762; 26939.000000; 1.000000
763; 26951.000000; 2.000000
764; 26963.000000; 2.000000
765; 27016.000000; 2.000000
766; 27044.000000; 2.000000
767; 27052.000000; 1.000000
768; 27057.000000; 1.000000
769; 27069.000000; 1.000000
770; 27081.000000; 1.000000
771; 27097.000000; 2.000000
772; 27103.000000; 2.000000
773; 27112.000000; 1.000000
774; 27116.000000; 1.000000
775; 27127.000000; 2.000000
776; 27138.000000; 3.000000
777; 27151.000000; 1.000000
778; 27158.000000; 1.000000
779; 27162.000000; 2.000000
780; 27173.000000; 3.000000
781; 27185.000000; 4.000000
782; 27198.000000; 2.000000
783; 27210.000000; 2.000000
784; 27215.000000; 1.000000
785; 27222.000000; 1.000000
786; 27234.000000; 1.000000
787; 27245.000000; 1.000000
788; 27252.000000; 2.000000
789; 27280.000000; 1.000000
790; 27288.000000; 1.000000
791; 27293.000000; 1.000000
792; 27316.000000; 1.000000
793; 27322.000000; 1.000000
794; 27339.000000; 2.000000
795; 27351.000000; 2.000000
796; 27363.000000; 2.000000
797; 27386.000000; 3.000000
798; 27398.000000; 2.000000
799; 27410.000000; 2.000000
800; 27434.000000; 1.000000
801; 27446.000000; 1.000000
802; 27552.000000; 2.000000
803; 27557.000000; 1.000000
804; 27720.000000; 1.000000
805; 27911.000000; 2.000000
806; 28107.000000; 2.000000
807; 28249.000000; 2.000000
808; 28522.000000; 3.000000
809; 28532.000000; 1.000000
810; 28539.000000; 3.000000
811; 28543.000000; 2.000000
812; 28550.000000; 3.000000
813; 28556.000000; 4.000000
814; 28561.000000; 4.000000
815; 28570.000000; 2.000000
816; 28573.000000; 3.000000
817; 28582.000000; 1.000000
818; 28587.000000; 1.000000
819; 28598.000000; 2.000000
820; 28609.000000; 2.000000
821; 28656.000000; 2.000000
822; 28687.000000; 1.000000
823; 28691.000000; 2.000000
824; 28703.000000; 2.000000
825; 28733.000000; 2.000000
826; 28739.000000; 2.000000
827; 28746.000000; 1.000000
828; 28750.000000; 3.000000
829; 28769.000000; 1.000000
830; 28791.000000; 3.000000
831; 28797.000000; 2.000000
832; 28816.000000; 1.000000
833; 28828.000000; 1.000000
834; 28833.000000; 2.000000
835; 28838.000000; 2.000000
836; 28844.000000; 2.000000
837; 28849.000000; 2.000000
838; 28856.000000; 2.000000
839; 28861.000000; 2.000000
840; 28868.000000; 3.000000
841; 28874.000000; 1.000000
842; 28880.000000; 2.000000
843; 28885.000000; 1.000000
844; 28892.000000; 2.000000
845; 28897.000000; 1.000000
846; 28903.000000; 4.000000
847; 28925.000000; 3.000000
848; 28931.000000; 4.000000
849; 28938.000000; 2.000000
850; 28943.000000; 1.000000
851; 28950.000000; 1.000000
852; 28956.000000; 1.000000
853; 28963.000000; 1.000000
854; 28965.000000; 3.000000
855; 28974.000000; 2.000000
856; 28979.000000; 1.000000
857; 28990.000000; 2.000000
858; 28997.000000; 2.000000
859; 29003.000000; 2.000000
860; 29008.000000; 3.000000
861; 29034.000000; 1.000000
862; 29038.000000; 1.000000
863; 29044.000000; 3.000000
864; 29048.000000; 3.000000
865; 29057.000000; 2.000000
866; 29060.000000; 3.000000
867; 29069.000000; 2.000000
868; 29080.000000; 2.000000
869; 29092.000000; 2.000000
870; 29097.000000; 2.000000
871; 29104.000000; 2.000000
872; 29109.000000; 1.000000
