noise number; onset time ms; duration ms
67; 18724.000000; 1.000000
68; 19423.000000; 1.000000
69; 19550.000000; 1.000000
70; 19674.000000; 1.000000
71; 19676.000000; 1.000000
72; 19761.000000; 3.000000
73; 19867.000000; 2.000000
74; 20275.000000; 1.000000
75; 21147.000000; 1.000000
76; 21371.000000; 1.000000
77; 21759.000000; 2.000000
78; 21797.000000; 1.000000
79; 22067.000000; 1.000000
80; 22087.000000; 3.000000
81; 22174.000000; 3.000000
82; 22178.000000; 1.000000
83; 22817.000000; 1.000000
84; 22971.000000; 1.000000
85; 23052.000000; 1.000000
86; 23199.000000; 1.000000
87; 23740.000000; 1.000000
88; 24663.000000; 1.000000
89; 25193.000000; 3.000000
90; 25828.000000; 1.000000
91; 26074.000000; 1.000000
92; 26108.000000; 1.000000
93; 26110.000000; 1.000000
94; 26112.000000; 1.000000
95; 26187.000000; 4.000000
96; 26205.000000; 2.000000
97; 26305.000000; 2.000000
98; 26446.000000; 1.000000
99; 26469.000000; 1.000000
100; 26540.000000; 1.000000
101; 26551.000000; 1.000000
102; 26563.000000; 1.000000
103; 26575.000000; 1.000000
104; 26587.000000; 1.000000
105; 26610.000000; 1.000000
106; 26728.000000; 1.000000
107; 26763.000000; 1.000000
108; 26787.000000; 1.000000
109; 26798.000000; 1.000000
110; 26822.000000; 1.000000
111; 26893.000000; 1.000000
112; 26916.000000; 1.000000
113; 26963.000000; 1.000000
114; 27022.000000; 1.000000
115; 27328.000000; 1.000000
116; 28076.000000; 1.000000
117; 28482.000000; 2.000000
118; 28601.000000; 1.000000
119; 28634.000000; 1.000000
120; 28752.000000; 1.000000
121; 28799.000000; 1.000000
122; 28881.000000; 1.000000
123; 28975.000000; 1.000000
124; 29069.000000; 1.000000
125; 29105.000000; 1.000000
126; 29140.000000; 1.000000
127; 29152.000000; 1.000000
128; 29163.000000; 1.000000
129; 29175.000000; 1.000000
130; 29187.000000; 1.000000
131; 29210.000000; 1.000000
132; 29222.000000; 1.000000
133; 29340.000000; 1.000000
134; 29422.000000; 1.000000
135; 29465.000000; 1.000000
136; 29776.000000; 1.000000
137; 30016.000000; 1.000000
138; 30018.000000; 2.000000
139; 30395.000000; 1.000000
140; 30678.000000; 1.000000
141; 30829.000000; 1.000000
142; 30852.000000; 1.000000
143; 31137.000000; 1.000000
144; 31334.000000; 1.000000
145; 31554.000000; 1.000000
146; 31556.000000; 1.000000
147; 31691.000000; 1.000000
148; 32515.000000; 1.000000
149; 32517.000000; 3.000000
150; 32521.000000; 1.000000
151; 32893.000000; 1.000000
152; 33093.000000; 1.000000
153; 33116.000000; 1.000000
154; 33187.000000; 1.000000
155; 33205.000000; 1.000000
156; 33788.000000; 1.000000
157; 34289.000000; 1.000000
158; 34581.000000; 1.000000
159; 34733.000000; 1.000000
160; 34772.000000; 1.000000
161; 35147.000000; 2.000000
162; 35164.000000; 2.000000
163; 35169.000000; 1.000000
164; 1227.000000; 79.000000
165; 1307.000000; 66.000000
166; 1382.000000; 1.000000
167; 1387.000000; 73.000000
168; 1466.000000; 24.000000
169; 1501.000000; 75.000000
170; 1577.000000; 56.000000
171; 1638.000000; 2.000000
172; 1654.000000; 71.000000
173; 1731.000000; 13.000000
174; 1916.000000; 3.000000
175; 2628.000000; 58.000000
176; 2842.000000; 68.000000
177; 2913.000000; 6.000000
178; 2927.000000; 41.000000
179; 2972.000000; 31.000000
180; 3008.000000; 30.000000
181; 3042.000000; 9.000000
182; 3054.000000; 6.000000
183; 3066.000000; 45.000000
184; 3112.000000; 45.000000
185; 3160.000000; 21.000000
186; 3182.000000; 59.000000
187; 4615.000000; 3.000000
188; 4624.000000; 97.000000
189; 4736.000000; 7.000000
190; 5559.000000; 94.000000
191; 5668.000000; 3.000000
192; 6559.000000; 8.000000
193; 6687.000000; 84.000000
194; 6772.000000; 68.000000
195; 7640.000000; 64.000000
196; 8322.000000; 28.000000
197; 8364.000000; 83.000000
198; 11538.000000; 7.000000
199; 11661.000000; 1.000000
200; 11686.000000; 24.000000
201; 11711.000000; 94.000000
202; 12801.000000; 90.000000
203; 12892.000000; 50.000000
204; 12957.000000; 35.000000
205; 12995.000000; 35.000000
206; 14306.000000; 4.000000
207; 14437.000000; 4.000000
208; 15290.000000; 10.000000
209; 16354.000000; 86.000000
210; 16447.000000; 6.000000
211; 16579.000000; 2.000000
212; 17519.000000; 97.000000
213; 17623.000000; 28.000000
214; 17660.000000; 9.000000
215; 17679.000000; 3.000000
216; 17694.000000; 39.000000
217; 17737.000000; 31.000000
218; 17773.000000; 20.000000
219; 17813.000000; 57.000000
220; 17873.000000; 2.000000
221; 17878.000000; 57.000000
222; 19353.000000; 67.000000
223; 19434.000000; 6.000000
224; 19441.000000; 1.000000
225; 19443.000000; 97.000000
226; 19686.000000; 72.000000
227; 19770.000000; 8.000000
228; 19785.000000; 55.000000
229; 19847.000000; 9.000000
230; 20714.000000; 78.000000
231; 20796.000000; 79.000000
232; 20882.000000; 75.000000
233; 21114.000000; 4.000000
234; 21126.000000; 2.000000
235; 22076.000000; 2.000000
236; 22083.000000; 3.000000
237; 22091.000000; 80.000000
238; 22183.000000; 4.000000
239; 22197.000000; 11.000000
240; 22945.000000; 1.000000
241; 22954.000000; 4.000000
242; 23003.000000; 7.000000
243; 23014.000000; 26.000000
244; 23044.000000; 28.000000
245; 23079.000000; 19.000000
246; 23103.000000; 2.000000
247; 23126.000000; 4.000000
248; 23153.000000; 33.000000
249; 23220.000000; 1.000000
250; 23227.000000; 71.000000
251; 23415.000000; 1.000000
252; 23426.000000; 1.000000
253; 23808.000000; 13.000000
254; 23837.000000; 37.000000
255; 24256.000000; 72.000000
256; 24338.000000; 6.000000
257; 24391.000000; 6.000000
258; 24400.000000; 14.000000
259; 24826.000000; 1.000000
260; 25830.000000; 71.000000
261; 25920.000000; 44.000000
262; 25983.000000; 23.000000
263; 26007.000000; 66.000000
264; 26076.000000; 27.000000
265; 26119.000000; 25.000000
266; 26145.000000; 38.000000
267; 26197.000000; 7.000000
268; 26208.000000; 26.000000
269; 26255.000000; 13.000000
270; 26274.000000; 18.000000
271; 26298.000000; 4.000000
272; 26308.000000; 1.000000
273; 26530.000000; 25.000000
274; 26561.000000; 1.000000
275; 26565.000000; 1.000000
276; 26573.000000; 1.000000
277; 26737.000000; 1.000000
278; 26743.000000; 14.000000
279; 26761.000000; 25.000000
280; 26914.000000; 1.000000
281; 26918.000000; 1.000000
282; 26926.000000; 1.000000
283; 26931.000000; 13.000000
284; 26961.000000; 13.000000
285; 26978.000000; 36.000000
286; 27020.000000; 13.000000
287; 27173.000000; 1.000000
288; 27178.000000; 14.000000
289; 27373.000000; 1.000000
290; 27379.000000; 1.000000
291; 27385.000000; 42.000000
292; 27432.000000; 13.000000
293; 27456.000000; 2.000000
294; 27517.000000; 92.000000
295; 27626.000000; 5.000000
296; 28485.000000; 2.000000
297; 28491.000000; 98.000000
298; 28609.000000; 5.000000
299; 29444.000000; 1.000000
300; 29504.000000; 5.000000
301; 30469.000000; 3.000000
302; 31465.000000; 15.000000
303; 31488.000000; 60.000000
304; 31564.000000; 1.000000
305; 31574.000000; 10.000000
306; 32326.000000; 90.000000
307; 32472.000000; 3.000000
308; 32480.000000; 28.000000
309; 32530.000000; 2.000000
310; 32539.000000; 7.000000
311; 32580.000000; 1.000000
